"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","NoDevCommits","Number of committers","NoPreviousModifications","bug"
"L68106","AllTokenStream.java","src/main/java/org/elasticsearch/common/lucene/all/AllTokenStream.java","L68102","3","0","1","4","45","80","L66450","AllTokenStream.java","src/main/java/org/elasticsearch/common/lucene/all/AllTokenStream.java","L66446","3","0","45","1","511","3","3","0"
"L68325","AllDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/AllDocIdSet.java","L68324","3","0","2","9","53","95","L66664","AllDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/AllDocIdSet.java","L66663","3","0","53","0","1466","2","2","0"
"L68326","AndDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/AndDocIdSet.java","L68324","27","0","1","4","168","219","L66665","AndDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/AndDocIdSet.java","L66663","27","0","168","0","1466","2","2","1"
"L68327","BitsDocIdSetIterator.java","src/main/java/org/elasticsearch/common/lucene/docset/BitsDocIdSetIterator.java","L68324","1","0","1","4","34","68","L66666","BitsDocIdSetIterator.java","src/main/java/org/elasticsearch/common/lucene/docset/BitsDocIdSetIterator.java","L66663","1","0","34","0","1466","2","2","0"
"L68328","ContextDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/ContextDocIdSet.java","L68324","1","0","1","1","11","38","L66667","ContextDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/ContextDocIdSet.java","L66663","1","0","11","0","4735","1","2","0"
"L68329","DocIdSets.java","src/main/java/org/elasticsearch/common/lucene/docset/DocIdSets.java","L68324","13","0","7","1","84","149","L66668","DocIdSets.java","src/main/java/org/elasticsearch/common/lucene/docset/DocIdSets.java","L66663","13","0","84","0","511","5","7","0"
"L68330","MatchDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/MatchDocIdSet.java","L68324","13","0","1","4","118","171","L66669","MatchDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/MatchDocIdSet.java","L66663","13","0","118","0","762","3","5","1"
"L68331","MatchDocIdSetIterator.java","src/main/java/org/elasticsearch/common/lucene/docset/MatchDocIdSetIterator.java","L68324","6","0","1","4","39","69","L66670","MatchDocIdSetIterator.java","src/main/java/org/elasticsearch/common/lucene/docset/MatchDocIdSetIterator.java","L66663","6","0","39","0","4735","1","1","0"
"L68332","NotDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/NotDocIdSet.java","L68324","15","0","1","16","118","176","L66671","NotDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/NotDocIdSet.java","L66663","15","0","118","1","1466","2","3","0"
"L68333","OrDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/OrDocIdSet.java","L68324","28","0","1","4","171","242","L66672","OrDocIdSet.java","src/main/java/org/elasticsearch/common/lucene/docset/OrDocIdSet.java","L66663","28","0","171","0","1466","2","2","0"
"L68854","AndFilter.java","src/main/java/org/elasticsearch/common/lucene/search/AndFilter.java","L68853","12","0","1","6","63","99","L67183","AndFilter.java","src/main/java/org/elasticsearch/common/lucene/search/AndFilter.java","L67182","12","0","63","0","4735","3","5","0"
"L68855","ApplyAcceptedDocsFilter.java","src/main/java/org/elasticsearch/common/lucene/search/ApplyAcceptedDocsFilter.java","L68853","17","0","1","6","118","171","L67184","ApplyAcceptedDocsFilter.java","src/main/java/org/elasticsearch/common/lucene/search/ApplyAcceptedDocsFilter.java","L67182","17","0","118","1","1466","2","2","0"
"L68856","CachedFilter.java","src/main/java/org/elasticsearch/common/lucene/search/CachedFilter.java","L68853","1","0","1","1","7","32","L67185","CachedFilter.java","src/main/java/org/elasticsearch/common/lucene/search/CachedFilter.java","L67182","1","0","7","0","4735","1","1","0"
"L68857","EmptyScorer.java","src/main/java/org/elasticsearch/common/lucene/search/EmptyScorer.java","L68853","1","0","1","7","35","68","L67186","EmptyScorer.java","src/main/java/org/elasticsearch/common/lucene/search/EmptyScorer.java","L67182","1","0","35","0","1466","4","6","0"
"L68858","FilteredCollector.java","src/main/java/org/elasticsearch/common/lucene/search/FilteredCollector.java","L68853","3","0","1","6","42","75","L67187","FilteredCollector.java","src/main/java/org/elasticsearch/common/lucene/search/FilteredCollector.java","L67182","3","0","42","0","1466","4","6","0"
"L68859","LimitFilter.java","src/main/java/org/elasticsearch/common/lucene/search/LimitFilter.java","L68853","3","0","0","6","38","68","L67188","LimitFilter.java","src/main/java/org/elasticsearch/common/lucene/search/LimitFilter.java","L67182","3","0","38","0","4735","2","3","0"
"L68860","MatchAllDocsFilter.java","src/main/java/org/elasticsearch/common/lucene/search/MatchAllDocsFilter.java","L68853","4","0","1","4","33","66","L67189","MatchAllDocsFilter.java","src/main/java/org/elasticsearch/common/lucene/search/MatchAllDocsFilter.java","L67182","4","0","33","0","4735","2","3","0"
"L68861","MatchNoDocsFilter.java","src/main/java/org/elasticsearch/common/lucene/search/MatchNoDocsFilter.java","L68853","4","0","1","4","32","65","L67190","MatchNoDocsFilter.java","src/main/java/org/elasticsearch/common/lucene/search/MatchNoDocsFilter.java","L67182","4","0","32","0","4735","2","4","0"
"L68862","MatchNoDocsQuery.java","src/main/java/org/elasticsearch/common/lucene/search/MatchNoDocsQuery.java","L68853","2","0","1","5","57","97","L67191","MatchNoDocsQuery.java","src/main/java/org/elasticsearch/common/lucene/search/MatchNoDocsQuery.java","L67182","2","0","57","0","511","3","4","0"
"L68863","MoreLikeThisQuery.java","src/main/java/org/elasticsearch/common/lucene/search/MoreLikeThisQuery.java","L68853","27","0","1","34","208","278","L67192","MoreLikeThisQuery.java","src/main/java/org/elasticsearch/common/lucene/search/MoreLikeThisQuery.java","L67182","27","0","208","1","511","3","5","0"
"L68864","MultiPhrasePrefixQuery.java","src/main/java/org/elasticsearch/common/lucene/search/MultiPhrasePrefixQuery.java","L68853","35","0","9","5","184","279","L67193","MultiPhrasePrefixQuery.java","src/main/java/org/elasticsearch/common/lucene/search/MultiPhrasePrefixQuery.java","L67182","35","0","184","1","511","4","7","1"
"L68865","NoCacheFilter.java","src/main/java/org/elasticsearch/common/lucene/search/NoCacheFilter.java","L68853","4","0","2","0","42","79","L67194","NoCacheFilter.java","src/main/java/org/elasticsearch/common/lucene/search/NoCacheFilter.java","L67182","4","0","42","1","1466","1","1","0"
"L68866","NoopCollector.java","src/main/java/org/elasticsearch/common/lucene/search/NoopCollector.java","L68853","1","0","1","4","21","52","L67195","NoopCollector.java","src/main/java/org/elasticsearch/common/lucene/search/NoopCollector.java","L67182","1","0","21","0","4735","3","3","0"
"L68867","NotFilter.java","src/main/java/org/elasticsearch/common/lucene/search/NotFilter.java","L68853","7","0","1","6","41","75","L67196","NotFilter.java","src/main/java/org/elasticsearch/common/lucene/search/NotFilter.java","L67182","7","0","41","0","4735","3","4","0"
"L68868","OrFilter.java","src/main/java/org/elasticsearch/common/lucene/search/OrFilter.java","L68853","14","0","1","6","69","104","L67197","OrFilter.java","src/main/java/org/elasticsearch/common/lucene/search/OrFilter.java","L67182","14","0","69","0","4735","3","4","0"
"L68869","Queries.java","src/main/java/org/elasticsearch/common/lucene/search/Queries.java","L68853","25","0","3","6","115","170","L67198","Queries.java","src/main/java/org/elasticsearch/common/lucene/search/Queries.java","L67182","25","0","115","1","511","3","10","0"
"L68870","RegexpFilter.java","src/main/java/org/elasticsearch/common/lucene/search/RegexpFilter.java","L68853","8","0","1","9","63","110","L67199","RegexpFilter.java","src/main/java/org/elasticsearch/common/lucene/search/RegexpFilter.java","L67182","8","0","63","0","1466","2","2","0"
"L68871","XBooleanFilter.java","src/main/java/org/elasticsearch/common/lucene/search/XBooleanFilter.java","L68853","79","0","6","3","316","417","L67200","XBooleanFilter.java","src/main/java/org/elasticsearch/common/lucene/search/XBooleanFilter.java","L67182","79","0","316","2","762","3","15","0"
"L68872","XCollector.java","src/main/java/org/elasticsearch/common/lucene/search/XCollector.java","L68853","1","0","1","1","6","33","L67201","XCollector.java","src/main/java/org/elasticsearch/common/lucene/search/XCollector.java","L67182","1","0","6","0","1466","2","2","0"
"L68873","XConstantScoreQuery.java","src/main/java/org/elasticsearch/common/lucene/search/XConstantScoreQuery.java","L68853","1","0","2","1","14","45","L67202","XConstantScoreQuery.java","src/main/java/org/elasticsearch/common/lucene/search/XConstantScoreQuery.java","L67182","1","0","14","0","1466","3","3","0"
"L68874","XFilteredQuery.java","src/main/java/org/elasticsearch/common/lucene/search/XFilteredQuery.java","L68853","11","0","12","6","122","262","L67203","XFilteredQuery.java","src/main/java/org/elasticsearch/common/lucene/search/XFilteredQuery.java","L67182","11","0","122","0","1466","4","8","0"
"L69007","BoostScoreFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/BoostScoreFunction.java","L69006","6","0","1","8","45","83","L67333","BoostScoreFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/BoostScoreFunction.java","L67332","6","0","45","1","246","3","6","1"
"L69008","CombineFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/CombineFunction.java","L69006","3","0","0","5","159","203","L67334","CombineFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/CombineFunction.java","L67332","3","0","159","2","246","1","3","0"
"L69009","FiltersFunctionScoreQuery.java","src/main/java/org/elasticsearch/common/lucene/search/function/FiltersFunctionScoreQuery.java","L69006","51","0","1","15","307","380","L67335","FiltersFunctionScoreQuery.java","src/main/java/org/elasticsearch/common/lucene/search/function/FiltersFunctionScoreQuery.java","L67332","51","0","307","2","246","8","22","1"
"L69010","FunctionScoreQuery.java","src/main/java/org/elasticsearch/common/lucene/search/function/FunctionScoreQuery.java","L69006","9","0","1","12","150","209","L67336","FunctionScoreQuery.java","src/main/java/org/elasticsearch/common/lucene/search/function/FunctionScoreQuery.java","L67332","9","0","150","1","246","6","15","1"
"L69011","RandomScoreFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/RandomScoreFunction.java","L69006","2","0","1","4","52","93","L67337","RandomScoreFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/RandomScoreFunction.java","L67332","2","0","52","2","1466","3","4","3"
"L69012","ScoreFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/ScoreFunction.java","L69006","1","0","1","4","15","47","L67338","ScoreFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/ScoreFunction.java","L67332","1","0","15","1","246","3","6","1"
"L69013","ScriptScoreFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/ScriptScoreFunction.java","L69006","2","0","0","6","45","77","L67339","ScriptScoreFunction.java","src/main/java/org/elasticsearch/common/lucene/search/function/ScriptScoreFunction.java","L67332","2","0","45","1","246","1","4","1"
"L70197","ChecksumIndexOutput.java","src/main/java/org/elasticsearch/common/lucene/store/ChecksumIndexOutput.java","L70196","1","0","2","10","53","98","L68510","ChecksumIndexOutput.java","src/main/java/org/elasticsearch/common/lucene/store/ChecksumIndexOutput.java","L68509","1","0","53","0","4735","1","1","0"
"L70198","InputStreamIndexInput.java","src/main/java/org/elasticsearch/common/lucene/store/InputStreamIndexInput.java","L70196","12","0","1","7","68","106","L68511","InputStreamIndexInput.java","src/main/java/org/elasticsearch/common/lucene/store/InputStreamIndexInput.java","L68509","12","0","68","0","4735","1","1","0"
"L70199","OutputStreamIndexOutput.java","src/main/java/org/elasticsearch/common/lucene/store/OutputStreamIndexOutput.java","L70196","1","0","1","6","30","62","L68512","OutputStreamIndexOutput.java","src/main/java/org/elasticsearch/common/lucene/store/OutputStreamIndexOutput.java","L68509","1","0","30","0","4735","1","1","0"
"L70200","ThreadSafeInputStreamIndexInput.java","src/main/java/org/elasticsearch/common/lucene/store/ThreadSafeInputStreamIndexInput.java","L70196","1","0","1","2","12","40"
"L70302","Versions.java","src/main/java/org/elasticsearch/common/lucene/uid/Versions.java","L70301","15","0","5","1","83","140","L68609","Versions.java","src/main/java/org/elasticsearch/common/lucene/uid/Versions.java","L68608","15","0","83","0","511","2","5","0"
"L70401","UnboxedMathUtils.java","src/main/java/org/elasticsearch/common/math/UnboxedMathUtils.java","L70400","1","0","1","139","421","588"
"L70790","CounterMetric.java","src/main/java/org/elasticsearch/common/metrics/CounterMetric.java","L70789","1","0","1","5","20","50"
"L70791","EWMA.java","src/main/java/org/elasticsearch/common/metrics/EWMA.java","L70789","2","0","8","0","41","120"
"L70792","MeanMetric.java","src/main/java/org/elasticsearch/common/metrics/MeanMetric.java","L70789","2","0","1","6","31","62"
"L70793","MeterMetric.java","src/main/java/org/elasticsearch/common/metrics/MeterMetric.java","L70789","2","0","3","8","68","124"
"L70794","Metric.java","src/main/java/org/elasticsearch/common/metrics/Metric.java","L70789","1","0","1","0","3","26"
"L70923","KeepFrameDecoder.java","src/main/java/org/elasticsearch/common/netty/KeepFrameDecoder.java","L70922","1","0","1","0","12","38","L69225","KeepFrameDecoder.java","src/main/java/org/elasticsearch/common/netty/KeepFrameDecoder.java","L69224","1","0","12","0","1466","2","2","0"
"L70924","NettyStaticSetup.java","src/main/java/org/elasticsearch/common/netty/NettyStaticSetup.java","L70922","1","0","1","3","26","56","L69226","NettyStaticSetup.java","src/main/java/org/elasticsearch/common/netty/NettyStaticSetup.java","L69224","1","0","26","0","1466","2","2","0"
"L70925","OpenChannelsHandler.java","src/main/java/org/elasticsearch/common/netty/OpenChannelsHandler.java","L70922","9","0","1","5","56","91"
"L70989","NetworkModule.java","src/main/java/org/elasticsearch/common/network/NetworkModule.java","L70988","1","0","1","0","8","34"
"L70990","NetworkService.java","src/main/java/org/elasticsearch/common/network/NetworkService.java","L70988","28","0","5","7","136","193","L69290","NetworkService.java","src/main/java/org/elasticsearch/common/network/NetworkService.java","L69288","28","0","136","0","1466","3","4","0"
"L70991","NetworkUtils.java","src/main/java/org/elasticsearch/common/network/NetworkUtils.java","L70988","59","0","7","12","209","322","L69291","NetworkUtils.java","src/main/java/org/elasticsearch/common/network/NetworkUtils.java","L69288","59","0","209","1","4735","4","6","0"
"L71252","OsUtils.java","src/main/java/org/elasticsearch/common/os/OsUtils.java","L71251","1","0","1","0","12","59","L69548","OsUtils.java","src/main/java/org/elasticsearch/common/os/OsUtils.java","L69547","1","0","12","0","1466","1","1","0"
"L71308","PathTrie.java","src/main/java/org/elasticsearch/common/path/PathTrie.java","L71307","27","0","1","16","167","230","L69602","PathTrie.java","src/main/java/org/elasticsearch/common/path/PathTrie.java","L69601","27","0","167","1","474","2","2","0"
"L71560","PropertyPlaceholder.java","src/main/java/org/elasticsearch/common/property/PropertyPlaceholder.java","L71559","14","0","6","1","92","175","L69851","PropertyPlaceholder.java","src/main/java/org/elasticsearch/common/property/PropertyPlaceholder.java","L69850","14","0","92","0","4735","1","1","1"
"L71613","AbstractRecycler.java","src/main/java/org/elasticsearch/common/recycler/AbstractRecycler.java","L71612","1","0","0","0","13","41","L69904","AbstractRecycler.java","src/main/java/org/elasticsearch/common/recycler/AbstractRecycler.java","L69903","1","0","13","0","511","1","1","0"
"L71614","ConcurrentDequeRecycler.java","src/main/java/org/elasticsearch/common/recycler/ConcurrentDequeRecycler.java","L71612","3","0","1","3","35","69","L69905","ConcurrentDequeRecycler.java","src/main/java/org/elasticsearch/common/recycler/ConcurrentDequeRecycler.java","L69903","3","0","35","0","511","1","1","0"
"L71615","DequeRecycler.java","src/main/java/org/elasticsearch/common/recycler/DequeRecycler.java","L71612","4","0","1","3","58","98","L69906","DequeRecycler.java","src/main/java/org/elasticsearch/common/recycler/DequeRecycler.java","L69903","4","0","58","0","511","1","1","0"
"L71616","FilterRecycler.java","src/main/java/org/elasticsearch/common/recycler/FilterRecycler.java","L71612","1","0","0","0","19","48","L69907","FilterRecycler.java","src/main/java/org/elasticsearch/common/recycler/FilterRecycler.java","L69903","1","0","19","0","511","1","1","0"
"L71617","NoneRecycler.java","src/main/java/org/elasticsearch/common/recycler/NoneRecycler.java","L71612","2","0","1","7","36","71","L69908","NoneRecycler.java","src/main/java/org/elasticsearch/common/recycler/NoneRecycler.java","L69903","2","0","36","0","511","3","5","0"
"L71618","Recycler.java","src/main/java/org/elasticsearch/common/recycler/Recycler.java","L71612","1","0","5","7","18","57","L69909","Recycler.java","src/main/java/org/elasticsearch/common/recycler/Recycler.java","L69903","1","0","18","0","511","2","3","0"
"L71619","Recyclers.java","src/main/java/org/elasticsearch/common/recycler/Recyclers.java","L71612","7","0","10","2","175","253","L69910","Recyclers.java","src/main/java/org/elasticsearch/common/recycler/Recyclers.java","L69903","7","0","175","0","511","1","1","0"
"L71995","Regex.java","src/main/java/org/elasticsearch/common/regex/Regex.java","L71994","41","0","4","5","134","195","L70283","Regex.java","src/main/java/org/elasticsearch/common/regex/Regex.java","L70282","41","0","134","1","1466","4","5","0"
"L72050","DateTimeUnit.java","src/main/java/org/elasticsearch/common/rounding/DateTimeUnit.java","L72049","9","0","1","3","40","69","L70337","DateTimeUnit.java","src/main/java/org/elasticsearch/common/rounding/DateTimeUnit.java","L70336","9","0","40","0","1466","2","3","0"
"L72051","Rounding.java","src/main/java/org/elasticsearch/common/rounding/Rounding.java","L72049","11","0","7","13","83","160","L70338","Rounding.java","src/main/java/org/elasticsearch/common/rounding/Rounding.java","L70336","11","0","83","0","511","3","4","0"
"L72052","TimeZoneRounding.java","src/main/java/org/elasticsearch/common/rounding/TimeZoneRounding.java","L72049","13","0","1","12","404","545","L70339","TimeZoneRounding.java","src/main/java/org/elasticsearch/common/rounding/TimeZoneRounding.java","L70336","13","0","404","0","511","2","2","0"
"L72452","ImmutableSettings.java","src/main/java/org/elasticsearch/common/settings/ImmutableSettings.java","L72451","120","0","29","47","760","1044","L70736","ImmutableSettings.java","src/main/java/org/elasticsearch/common/settings/ImmutableSettings.java","L70735","120","0","760","0","4735","7","26","0"
"L72453","NoClassSettingsException.java","src/main/java/org/elasticsearch/common/settings/NoClassSettingsException.java","L72451","1","0","1","2","9","38"
"L72455","Settings.java","src/main/java/org/elasticsearch/common/settings/Settings.java","L72451","1","0","41","0","53","316","L70739","Settings.java","src/main/java/org/elasticsearch/common/settings/Settings.java","L70735","1","0","53","0","4735","4","10","0"
"L72456","SettingsException.java","src/main/java/org/elasticsearch/common/settings/SettingsException.java","L72451","1","0","1","2","10","39","L70740","SettingsException.java","src/main/java/org/elasticsearch/common/settings/SettingsException.java","L70735","1","0","10","0","1466","1","1","0"
"L72457","SettingsFilter.java","src/main/java/org/elasticsearch/common/settings/SettingsFilter.java","L72451","2","0","1","6","27","59","L70741","SettingsFilter.java","src/main/java/org/elasticsearch/common/settings/SettingsFilter.java","L70735","2","0","27","0","1466","1","1","0"
"L72458","SettingsModule.java","src/main/java/org/elasticsearch/common/settings/SettingsModule.java","L72451","1","0","1","1","13","42"
"L72789","JsonSettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/JsonSettingsLoader.java","L72788","1","0","1","1","8","35","L71070","JsonSettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/JsonSettingsLoader.java","L71069","1","0","8","0","4735","1","1","0"
"L72791","PropertiesSettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/PropertiesSettingsLoader.java","L72788","3","0","1","2","40","69","L71072","PropertiesSettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/PropertiesSettingsLoader.java","L71069","3","0","40","0","4735","1","2","0"
"L72792","SettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/SettingsLoader.java","L72788","10","0","3","2","66","108","L71073","SettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/SettingsLoader.java","L71069","10","0","66","1","4735","1","1","0"
"L72793","SettingsLoaderFactory.java","src/main/java/org/elasticsearch/common/settings/loader/SettingsLoaderFactory.java","L72788","8","0","3","0","25","63","L71074","SettingsLoaderFactory.java","src/main/java/org/elasticsearch/common/settings/loader/SettingsLoaderFactory.java","L71069","8","0","25","0","1","1","1","0"
"L72794","XContentSettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/XContentSettingsLoader.java","L72788","16","0","1","4","91","132","L71075","XContentSettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/XContentSettingsLoader.java","L71069","16","0","91","1","1466","2","3","0"
"L72795","YamlSettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/YamlSettingsLoader.java","L72788","1","0","1","2","14","44","L71076","YamlSettingsLoader.java","src/main/java/org/elasticsearch/common/settings/loader/YamlSettingsLoader.java","L71069","1","0","14","1","4735","1","2","0"
"L72790","package-info.java","src/main/java/org/elasticsearch/common/settings/loader/package-info.java","L72788","1","0","0","0","1","24"
"L72454","package-info.java","src/main/java/org/elasticsearch/common/settings/package-info.java","L72451","1","0","0","0","1","23"
"L73647","BytesText.java","src/main/java/org/elasticsearch/common/text/BytesText.java","L73646","3","0","1","9","48","82","L71908","BytesText.java","src/main/java/org/elasticsearch/common/text/BytesText.java","L71907","3","0","48","0","1466","3","7","0"
"L73648","StringAndBytesText.java","src/main/java/org/elasticsearch/common/text/StringAndBytesText.java","L73646","7","0","1","11","70","109","L71909","StringAndBytesText.java","src/main/java/org/elasticsearch/common/text/StringAndBytesText.java","L71907","7","0","70","0","1466","3","8","0"
"L73649","StringText.java","src/main/java/org/elasticsearch/common/text/StringText.java","L73646","4","0","1","10","57","95","L71910","StringText.java","src/main/java/org/elasticsearch/common/text/StringText.java","L71907","4","0","57","0","1466","3","7","0"
"L73650","Text.java","src/main/java/org/elasticsearch/common/text/Text.java","L73646","1","0","6","0","10","57","L71911","Text.java","src/main/java/org/elasticsearch/common/text/Text.java","L71907","1","0","10","0","1466","3","5","0"
"L73651","UTF8SortedAsUnicodeComparator.java","src/main/java/org/elasticsearch/common/text/UTF8SortedAsUnicodeComparator.java","L73646","7","0","1","1","41","77","L71912","UTF8SortedAsUnicodeComparator.java","src/main/java/org/elasticsearch/common/text/UTF8SortedAsUnicodeComparator.java","L71907","7","0","41","0","1466","3","3","0"
"L73747","BoundTransportAddress.java","src/main/java/org/elasticsearch/common/transport/BoundTransportAddress.java","L73746","1","0","1","7","40","80"
"L73748","DummyTransportAddress.java","src/main/java/org/elasticsearch/common/transport/DummyTransportAddress.java","L73746","1","0","1","3","19","50","L72008","DummyTransportAddress.java","src/main/java/org/elasticsearch/common/transport/DummyTransportAddress.java","L72006","1","0","19","0","4735","1","2","0"
"L73749","InetSocketTransportAddress.java","src/main/java/org/elasticsearch/common/transport/InetSocketTransportAddress.java","L73746","10","0","1","12","86","128","L72009","InetSocketTransportAddress.java","src/main/java/org/elasticsearch/common/transport/InetSocketTransportAddress.java","L72006","10","0","86","0","4735","2","4","0"
"L73750","LocalTransportAddress.java","src/main/java/org/elasticsearch/common/transport/LocalTransportAddress.java","L73746","7","0","1","8","43","82","L72010","LocalTransportAddress.java","src/main/java/org/elasticsearch/common/transport/LocalTransportAddress.java","L72006","7","0","43","0","4735","2","3","0"
"L73751","NetworkExceptionHelper.java","src/main/java/org/elasticsearch/common/transport/NetworkExceptionHelper.java","L73746","9","0","1","2","34","62"
"L73752","PortsRange.java","src/main/java/org/elasticsearch/common/transport/PortsRange.java","L73746","8","0","1","5","51","83","L72012","PortsRange.java","src/main/java/org/elasticsearch/common/transport/PortsRange.java","L72006","8","0","51","0","762","1","1","0"
"L73753","TransportAddress.java","src/main/java/org/elasticsearch/common/transport/TransportAddress.java","L73746","1","0","1","1","6","33","L72013","TransportAddress.java","src/main/java/org/elasticsearch/common/transport/TransportAddress.java","L72006","1","0","6","0","4735","1","2","0"
"L73754","TransportAddressSerializers.java","src/main/java/org/elasticsearch/common/transport/TransportAddressSerializers.java","L73746","4","0","1","3","50","88","L72014","TransportAddressSerializers.java","src/main/java/org/elasticsearch/common/transport/TransportAddressSerializers.java","L72006","4","0","50","0","1466","1","1","0"
"L73903","ByteSizeUnit.java","src/main/java/org/elasticsearch/common/unit/ByteSizeUnit.java","L73902","3","0","1","6","177","250","L72158","ByteSizeUnit.java","src/main/java/org/elasticsearch/common/unit/ByteSizeUnit.java","L72157","3","0","177","0","26","1","1","0"
"L73904","ByteSizeValue.java","src/main/java/org/elasticsearch/common/unit/ByteSizeValue.java","L73902","26","0","1","33","188","253","L72159","ByteSizeValue.java","src/main/java/org/elasticsearch/common/unit/ByteSizeValue.java","L72157","26","0","188","0","26","4","4","1"
"L73905","DistanceUnit.java","src/main/java/org/elasticsearch/common/unit/DistanceUnit.java","L73902","16","0","18","6","145","325","L72160","DistanceUnit.java","src/main/java/org/elasticsearch/common/unit/DistanceUnit.java","L72157","16","0","145","0","22","3","4","1"
"L73906","Fuzziness.java","src/main/java/org/elasticsearch/common/unit/Fuzziness.java","L73902","36","0","3","16","198","257","L72161","Fuzziness.java","src/main/java/org/elasticsearch/common/unit/Fuzziness.java","L72157","36","0","198","0","1466","1","1","0"
"L73907","MemorySizeValue.java","src/main/java/org/elasticsearch/common/unit/MemorySizeValue.java","L73902","5","0","2","0","23","51","L72162","MemorySizeValue.java","src/main/java/org/elasticsearch/common/unit/MemorySizeValue.java","L72157","5","0","23","0","511","1","2","0"
"L73908","Percent.java","src/main/java/org/elasticsearch/common/unit/Percent.java","L73902","1","0","1","6","31","64"
"L73909","SizeUnit.java","src/main/java/org/elasticsearch/common/unit/SizeUnit.java","L73902","3","0","1","6","177","244","L72164","SizeUnit.java","src/main/java/org/elasticsearch/common/unit/SizeUnit.java","L72157","3","0","177","0","26","1","1","0"
"L73910","SizeValue.java","src/main/java/org/elasticsearch/common/unit/SizeValue.java","L73902","25","0","1","32","168","233","L72165","SizeValue.java","src/main/java/org/elasticsearch/common/unit/SizeValue.java","L72157","25","0","168","0","26","2","2","0"
"L73911","TimeValue.java","src/main/java/org/elasticsearch/common/unit/TimeValue.java","L73902","25","0","1","42","225","302","L72166","TimeValue.java","src/main/java/org/elasticsearch/common/unit/TimeValue.java","L72157","25","0","225","0","1466","2","2","0"
"L74671","AbstractArray.java","src/main/java/org/elasticsearch/common/util/AbstractArray.java","L74670","1","0","0","0","18","44","L72916","AbstractArray.java","src/main/java/org/elasticsearch/common/util/AbstractArray.java","L72915","1","0","18","0","511","1","1","0"
"L74672","AbstractBigArray.java","src/main/java/org/elasticsearch/common/util/AbstractBigArray.java","L74670","10","0","0","0","118","163","L72917","AbstractBigArray.java","src/main/java/org/elasticsearch/common/util/AbstractBigArray.java","L72915","10","0","118","1","511","1","2","0"
"L74673","BigArray.java","src/main/java/org/elasticsearch/common/util/BigArray.java","L74670","1","0","0","0","5","31","L72918","BigArray.java","src/main/java/org/elasticsearch/common/util/BigArray.java","L72915","1","0","5","0","511","2","2","0"
"L74674","BigArrays.java","src/main/java/org/elasticsearch/common/util/BigArrays.java","L74670","22","0","23","0","342","460","L72919","BigArrays.java","src/main/java/org/elasticsearch/common/util/BigArrays.java","L72915","22","0","342","0","511","2","3","0"
"L74675","BigByteArray.java","src/main/java/org/elasticsearch/common/util/BigByteArray.java","L74670","11","0","0","0","92","131","L72920","BigByteArray.java","src/main/java/org/elasticsearch/common/util/BigByteArray.java","L72915","11","0","92","0","511","1","1","0"
"L74676","BigDoubleArray.java","src/main/java/org/elasticsearch/common/util/BigDoubleArray.java","L74670","9","0","0","0","72","111","L72921","BigDoubleArray.java","src/main/java/org/elasticsearch/common/util/BigDoubleArray.java","L72915","9","0","72","0","511","2","2","0"
"L74677","BigDoubleArrayList.java","src/main/java/org/elasticsearch/common/util/BigDoubleArrayList.java","L74670","4","0","1","5","41","80","L72922","BigDoubleArrayList.java","src/main/java/org/elasticsearch/common/util/BigDoubleArrayList.java","L72915","4","0","41","1","511","2","3","0"
